investor_id,name,pan,email,mobile,state,city,dob,kyc_status,risk_profile,registration_date
INV00192,Investor 192,ABCDE0192F,investor192@email.com,9602653100,Maharashtra,City_42,1998-03-02,KYC_PENDING,Moderate,2021-07-30
INV00193,Investor 193,ABCDE0193F,investor193@email.com,9953629133,Delhi,City_43,1978-12-16,KYC_VERIFIED,Conservative,2020-08-05
INV00194,Investor 194,ABCDE0194F,investor194@email.com,9831076924,West Bengal,City_44,1969-06-27,KYC_PENDING,Moderate,2020-10-11
INV00195,Investor 195,ABCDE0195F,investor195@email.com,9429679747,West Bengal,City_45,1963-10-19,KYC_PENDING,Moderate,2022-11-29
INV00196,Investor 196,ABCDE0196F,investor196@email.com,9783216131,Gujarat,City_46,1970-09-25,KYC_PENDING,Conservative,2018-08-13
INV00197,Investor 197,ABCDE0197F,investor197@email.com,9717336641,Rajasthan,City_47,1962-02-15,KYC_PENDING,Moderate,2021-08-30
INV00198,Investor 198,ABCDE0198F,investor198@email.com,9901216951,Gujarat,City_48,1992-04-15,KYC_VERIFIED,Aggressive,2021-05-28
INV00199,Investor 199,ABCDE0199F,investor199@email.com,9811824605,Maharashtra,City_49,1990-02-02,KYC_VERIFIED,Aggressive,2019-01-28
INV00200,Investor 200,ABCDE0200F,investor200@email.com,9120155150,UP,City_0,1981-01-19,KYC_PENDING,Aggressive,2019-07-11
INV00201,Investor 201,ABCDE0201F,investor201@email.com,9314661290,Gujarat,City_1,1997-02-10,KYC_PENDING,Moderate,2019-12-11
INV00202,Investor 202,ABCDE0202F,investor202@email.com,9142396102,Maharashtra,City_2,1990-10-25,KYC_PENDING,Conservative,2022-12-03
INV00203,Investor 203,ABCDE0203F,investor203@email.com,9649474587,Maharashtra,City_3,1985-05-02,KYC_PENDING,Moderate,2019-11-03
INV00204,Investor 204,ABCDE0204F,investor204@email.com,9710396378,Maharashtra,City_4,1975-03-06,KYC_VERIFIED,Conservative,2022-01-18
INV00205,Investor 205,ABCDE0205F,investor205@email.com,9832537776,Rajasthan,City_5,1962-11-27,KYC_PENDING,Moderate,2018-06-20
INV00206,Investor 206,ABCDE0206F,investor206@email.com,9951279556,Rajasthan,City_6,1999-09-13,KYC_VERIFIED,Moderate,2020-10-04
INV00207,Investor 207,ABCDE0207F,investor207@email.com,9266901070,Maharashtra,City_7,1982-04-18,KYC_PENDING,Aggressive,2020-08-05
INV00208,Investor 208,ABCDE0208F,investor208@email.com,9765251793,Karnataka,City_8,1999-01-26,KYC_PENDING,Aggressive,2021-01-11
INV00209,Investor 209,ABCDE0209F,investor209@email.com,9539386540,Karnataka,City_9,1970-11-21,KYC_VERIFIED,Moderate,2020-02-07
INV00210,Investor 210,ABCDE0210F,investor210@email.com,9521184247,Delhi,City_10,1990-02-02,KYC_PENDING,Aggressive,2022-06-18
INV00211,Investor 211,ABCDE0211F,investor211@email.com,9241820644,Karnataka,City_11,1992-08-01,KYC_VERIFIED,Conservative,2018-09-08
INV00212,Investor 212,ABCDE0212F,investor212@email.com,9742535310,West Bengal,City_12,1998-12-27,KYC_PENDING,Aggressive,2020-11-25
INV00213,Investor 213,ABCDE0213F,investor213@email.com,9273449156,Gujarat,City_13,1994-02-15,KYC_VERIFIED,Aggressive,2021-09-23
INV00214,Investor 214,ABCDE0214F,investor214@email.com,9798168178,Karnataka,City_14,1979-10-08,KYC_PENDING,Conservative,2021-01-04
INV00215,Investor 215,ABCDE0215F,investor215@email.com,9159223496,Maharashtra,City_15,1971-01-18,KYC_VERIFIED,Moderate,2022-09-03
INV00216,Investor 216,ABCDE0216F,investor216@email.com,9358876113,UP,City_16,1976-02-14,KYC_VERIFIED,Moderate,2018-12-09
INV00217,Investor 217,ABCDE0217F,investor217@email.com,9606947136,Rajasthan,City_17,1967-04-23,KYC_PENDING,Conservative,2022-02-05
INV00218,Investor 218,ABCDE0218F,investor218@email.com,9569135998,Tamil Nadu,City_18,1970-11-12,KYC_VERIFIED,Moderate,2019-07-16
INV00219,Investor 219,ABCDE0219F,investor219@email.com,9346524566,Tamil Nadu,City_19,1969-12-12,KYC_VERIFIED,Aggressive,2022-06-11
INV00220,Investor 220,ABCDE0220F,investor220@email.com,9468944518,West Bengal,City_20,1983-05-30,KYC_VERIFIED,Moderate,2021-10-16
INV00221,Investor 221,ABCDE0221F,investor221@email.com,9730159059,Tamil Nadu,City_21,1994-02-07,KYC_VERIFIED,Conservative,2020-09-21
INV00222,Investor 222,ABCDE0222F,investor222@email.com,9888310101,UP,City_22,1980-07-18,KYC_VERIFIED,Conservative,2021-10-19
INV00223,Investor 223,ABCDE0223F,investor223@email.com,9316612011,Rajasthan,City_23,1966-01-05,KYC_VERIFIED,Conservative,2018-07-30
INV00224,Investor 224,ABCDE0224F,investor224@email.com,9486307836,Maharashtra,City_24,1978-12-27,KYC_PENDING,Moderate,2022-11-28
INV00225,Investor 225,ABCDE0225F,investor225@email.com,9470650282,Karnataka,City_25,1976-09-02,KYC_VERIFIED,Conservative,2022-08-13
INV00226,Investor 226,ABCDE0226F,investor226@email.com,9749151315,Tamil Nadu,City_26,1985-11-19,KYC_PENDING,Conservative,2022-03-24
INV00227,Investor 227,ABCDE0227F,investor227@email.com,9177000548,UP,City_27,1974-01-27,KYC_PENDING,Moderate,2018-06-25
INV00228,Investor 228,ABCDE0228F,investor228@email.com,9691698569,UP,City_28,1982-11-14,KYC_VERIFIED,Aggressive,2019-06-08
INV00229,Investor 229,ABCDE0229F,investor229@email.com,9868650902,Tamil Nadu,City_29,1971-08-23,KYC_VERIFIED,Conservative,2020-11-22
INV00230,Investor 230,ABCDE0230F,investor230@email.com,9171651349,Gujarat,City_30,1965-06-11,KYC_VERIFIED,Aggressive,2021-10-27
INV00231,Investor 231,ABCDE0231F,investor231@email.com,9360074730,Karnataka,City_31,1981-09-21,KYC_PENDING,Conservative,2021-12-11
INV00232,Investor 232,ABCDE0232F,investor232@email.com,9821789606,UP,City_32,1990-11-27,KYC_VERIFIED,Moderate,2022-03-02
INV00233,Investor 233,ABCDE0233F,investor233@email.com,9336504937,Tamil Nadu,City_33,1983-08-07,KYC_VERIFIED,Moderate,2018-02-03
INV00234,Investor 234,ABCDE0234F,investor234@email.com,9470068806,Rajasthan,City_34,1972-01-03,KYC_PENDING,Aggressive,2020-07-08
INV00235,Investor 235,ABCDE0235F,investor235@email.com,9551131013,Delhi,City_35,1999-02-09,KYC_VERIFIED,Aggressive,2022-09-21
INV00236,Investor 236,ABCDE0236F,investor236@email.com,9458517473,Gujarat,City_36,1977-09-21,KYC_VERIFIED,Aggressive,2022-10-18
INV00237,Investor 237,ABCDE0237F,investor237@email.com,9241541049,Tamil Nadu,City_37,1995-09-18,KYC_VERIFIED,Conservative,2019-01-29
INV00238,Investor 238,ABCDE0238F,investor238@email.com,9910103515,West Bengal,City_38,1961-04-12,KYC_PENDING,Conservative,2021-01-28
INV00239,Investor 239,ABCDE0239F,investor239@email.com,9634958013,Maharashtra,City_39,1984-11-06,KYC_VERIFIED,Moderate,2020-09-21
INV00240,Investor 240,ABCDE0240F,investor240@email.com,9652276910,Maharashtra,City_40,1979-04-28,KYC_VERIFIED,Conservative,2019-02-19
INV00241,Investor 241,ABCDE0241F,investor241@email.com,9576214506,Tamil Nadu,City_41,1971-07-23,KYC_VERIFIED,Conservative,2018-07-01
INV00242,Investor 242,ABCDE0242F,investor242@email.com,9275035054,UP,City_42,1966-01-31,KYC_PENDING,Conservative,2020-11-15
INV00243,Investor 243,ABCDE0243F,investor243@email.com,9187780548,Maharashtra,City_43,1999-06-16,KYC_PENDING,Aggressive,2020-10-31
INV00244,Investor 244,ABCDE0244F,investor244@email.com,9595050892,Maharashtra,City_44,1995-05-07,KYC_VERIFIED,Moderate,2019-07-19
INV00245,Investor 245,ABCDE0245F,investor245@email.com,9659298799,Maharashtra,City_45,1973-12-13,KYC_PENDING,Moderate,2020-08-28
INV00246,Investor 246,ABCDE0246F,investor246@email.com,9916426316,Delhi,City_46,1968-09-25,KYC_VERIFIED,Moderate,2019-01-22
INV00247,Investor 247,ABCDE0247F,investor247@email.com,9448510035,Delhi,City_47,1977-07-27,KYC_VERIFIED,Aggressive,2020-04-09
INV00248,Investor 248,ABCDE0248F,investor248@email.com,9882122357,West Bengal,City_48,1984-09-28,KYC_PENDING,Moderate,2021-09-25
INV00249,Investor 249,ABCDE0249F,investor249@email.com,9828634719,Delhi,City_49,1982-07-01,KYC_PENDING,Aggressive,2018-01-30
INV00250,Investor 250,ABCDE0250F,investor250@email.com,9147128235,West Bengal,City_0,1975-08-12,KYC_VERIFIED,Moderate,2022-03-27
INV00251,Investor 251,ABCDE0251F,investor251@email.com,9542146703,Rajasthan,City_1,1982-10-26,KYC_VERIFIED,Moderate,2020-01-23
INV00252,Investor 252,ABCDE0252F,investor252@email.com,9389264132,Maharashtra,City_2,1978-05-22,KYC_VERIFIED,Conservative,2018-01-23
INV00253,Investor 253,ABCDE0253F,investor253@email.com,9708733288,Delhi,City_3,1999-06-03,KYC_VERIFIED,Conservative,2020-08-16
INV00254,Investor 254,ABCDE0254F,investor254@email.com,9926473301,Maharashtra,City_4,1973-11-17,KYC_PENDING,Conservative,2021-07-15
INV00255,Investor 255,ABCDE0255F,investor255@email.com,9908646140,Rajasthan,City_5,1992-10-19,KYC_PENDING,Conservative,2021-06-10
INV00256,Investor 256,ABCDE0256F,investor256@email.com,9387939054,Gujarat,City_6,1966-03-17,KYC_PENDING,Aggressive,2019-07-01
INV00257,Investor 257,ABCDE0257F,investor257@email.com,9350990327,Karnataka,City_7,1962-06-25,KYC_VERIFIED,Aggressive,2019-05-20
INV00258,Investor 258,ABCDE0258F,investor258@email.com,9302888849,UP,City_8,1983-05-13,KYC_PENDING,Moderate,2019-07-11
INV00259,Investor 259,ABCDE0259F,investor259@email.com,9692129314,Gujarat,City_9,1967-06-26,KYC_VERIFIED,Aggressive,2022-08-16
INV00260,Investor 260,ABCDE0260F,investor260@email.com,9193513267,UP,City_10,1974-07-18,KYC_PENDING,Moderate,2022-12-05
INV00261,Investor 261,ABCDE0261F,investor261@email.com,9560103133,West Bengal,City_11,1976-04-14,KYC_VERIFIED,Moderate,2021-01-06
INV00262,Investor 262,ABCDE0262F,investor262@email.com,9851839302,Gujarat,City_12,1983-03-13,KYC_VERIFIED,Aggressive,2021-11-17
INV00263,Investor 263,ABCDE0263F,investor263@email.com,9685852330,Karnataka,City_13,1965-08-09,KYC_VERIFIED,Moderate,2019-06-17
INV00264,Investor 264,ABCDE0264F,investor264@email.com,9961310350,Rajasthan,City_14,1996-10-15,KYC_VERIFIED,Moderate,2020-11-16
INV00265,Investor 265,ABCDE0265F,investor265@email.com,9164802800,West Bengal,City_15,1992-08-21,KYC_VERIFIED,Moderate,2019-11-02
INV00266,Investor 266,ABCDE0266F,investor266@email.com,9919629783,West Bengal,City_16,1980-03-15,KYC_VERIFIED,Moderate,2018-04-04
INV00267,Investor 267,ABCDE0267F,investor267@email.com,9789296890,Gujarat,City_17,1976-11-07,KYC_PENDING,Moderate,2018-11-06
INV00268,Investor 268,ABCDE0268F,investor268@email.com,9798717581,UP,City_18,1994-05-25,KYC_VERIFIED,Conservative,2020-02-28
INV00269,Investor 269,ABCDE0269F,investor269@email.com,9476024805,Delhi,City_19,1975-09-08,KYC_VERIFIED,Aggressive,2019-01-07
INV00270,Investor 270,ABCDE0270F,investor270@email.com,9807036486,Rajasthan,City_20,1988-05-21,KYC_VERIFIED,Moderate,2018-12-25
INV00271,Investor 271,ABCDE0271F,investor271@email.com,9840458620,West Bengal,City_21,1979-02-04,KYC_VERIFIED,Aggressive,2021-10-25
INV00272,Investor 272,ABCDE0272F,investor272@email.com,9562742939,Tamil Nadu,City_22,1981-01-07,KYC_VERIFIED,Aggressive,2022-03-03
INV00273,Investor 273,ABCDE0273F,investor273@email.com,9522395624,Rajasthan,City_23,1965-11-07,KYC_VERIFIED,Moderate,2018-01-04
INV00274,Investor 274,ABCDE0274F,investor274@email.com,9944840019,UP,City_24,1974-04-30,KYC_VERIFIED,Moderate,2021-03-29
INV00275,Investor 275,ABCDE0275F,investor275@email.com,9212438484,UP,City_25,1994-01-02,KYC_PENDING,Aggressive,2020-09-26
INV00276,Investor 276,ABCDE0276F,investor276@email.com,9537517781,Delhi,City_26,1978-04-30,KYC_VERIFIED,Conservative,2021-01-26
INV00277,Investor 277,ABCDE0277F,investor277@email.com,9341384890,Delhi,City_27,1996-03-27,KYC_VERIFIED,Conservative,2022-02-14
INV00278,Investor 278,ABCDE0278F,investor278@email.com,9829552132,Delhi,City_28,1993-03-09,KYC_VERIFIED,Moderate,2018-11-28
INV00279,Investor 279,ABCDE0279F,investor279@email.com,9894528404,Delhi,City_29,1981-11-02,KYC_VERIFIED,Conservative,2018-06-28
INV00280,Investor 280,ABCDE0280F,investor280@email.com,9188859046,Tamil Nadu,City_30,1985-07-08,KYC_VERIFIED,Aggressive,2020-04-01
INV00281,Investor 281,ABCDE0281F,investor281@email.com,9418615597,West Bengal,City_31,1960-02-15,KYC_VERIFIED,Conservative,2021-05-21
INV00282,Investor 282,ABCDE0282F,investor282@email.com,9935427545,Tamil Nadu,City_32,1979-06-11,KYC_VERIFIED,Aggressive,2022-01-09
INV00283,Investor 283,ABCDE0283F,investor283@email.com,9166262799,Karnataka,City_33,1997-03-28,KYC_VERIFIED,Conservative,2019-08-04
INV00284,Investor 284,ABCDE0284F,investor284@email.com,9283947886,Rajasthan,City_34,1984-05-22,KYC_VERIFIED,Aggressive,2019-11-12
INV00285,Investor 285,ABCDE0285F,investor285@email.com,9245973734,UP,City_35,1963-10-15,KYC_PENDING,Conservative,2022-11-18
INV00286,Investor 286,ABCDE0286F,investor286@email.com,9645929922,Karnataka,City_36,1972-06-13,KYC_PENDING,Aggressive,2019-11-24
INV00287,Investor 287,ABCDE0287F,investor287@email.com,9207501963,Gujarat,City_37,1981-05-27,KYC_PENDING,Moderate,2019-04-25
INV00288,Investor 288,ABCDE0288F,investor288@email.com,9611403886,Maharashtra,City_38,1987-04-15,KYC_PENDING,Conservative,2019-02-05
INV00289,Investor 289,ABCDE0289F,investor289@email.com,9987842046,West Bengal,City_39,1974-11-09,KYC_PENDING,Conservative,2021-07-06
INV00290,Investor 290,ABCDE0290F,investor290@email.com,9586863715,Maharashtra,City_40,1985-07-04,KYC_PENDING,Moderate,2019-11-08
INV00291,Investor 291,ABCDE0291F,investor291@email.com,9189790738,UP,City_41,1961-04-19,KYC_VERIFIED,Conservative,2020-09-22
INV00292,Investor 292,ABCDE0292F,investor292@email.com,9328213056,Delhi,City_42,1970-09-21,KYC_VERIFIED,Aggressive,2021-12-20
INV00293,Investor 293,ABCDE0293F,investor293@email.com,9796346952,Rajasthan,City_43,1981-04-30,KYC_PENDING,Conservative,2018-08-15
INV00294,Investor 294,ABCDE0294F,investor294@email.com,9361188928,Karnataka,City_44,1999-05-31,KYC_PENDING,Aggressive,2019-05-20
INV00295,Investor 295,ABCDE0295F,investor295@email.com,9509689092,West Bengal,City_45,1970-03-17,KYC_PENDING,Aggressive,2021-05-23
INV00296,Investor 296,ABCDE0296F,investor296@email.com,9928610537,Tamil Nadu,City_46,1972-06-04,KYC_VERIFIED,Aggressive,2019-04-27
INV00297,Investor 297,ABCDE0297F,investor297@email.com,9184128515,Rajasthan,City_47,1985-01-06,KYC_VERIFIED,Moderate,2019-04-10
INV00298,Investor 298,ABCDE0298F,investor298@email.com,9528667625,Rajasthan,City_48,1981-01-23,KYC_VERIFIED,Moderate,2018-08-11
INV00299,Investor 299,ABCDE0299F,investor299@email.com,9864397537,Maharashtra,City_49,1985-01-10,KYC_VERIFIED,Conservative,2020-09-29
INV00300,Investor 300,ABCDE0300F,investor300@email.com,9298354741,West Bengal,City_0,1973-07-28,KYC_PENDING,Moderate,2018-06-12
INV00301,Investor 301,ABCDE0301F,investor301@email.com,9542857701,UP,City_1,1964-06-06,KYC_VERIFIED,Moderate,2021-12-26
INV00302,Investor 302,ABCDE0302F,investor302@email.com,9282426743,UP,City_2,1965-10-31,KYC_VERIFIED,Moderate,2018-07-17
INV00303,Investor 303,ABCDE0303F,investor303@email.com,9728858915,West Bengal,City_3,1962-03-30,KYC_PENDING,Moderate,2019-10-04
INV00304,Investor 304,ABCDE0304F,investor304@email.com,9641085949,West Bengal,City_4,1978-05-16,KYC_PENDING,Moderate,2018-10-27
INV00305,Investor 305,ABCDE0305F,investor305@email.com,9539413327,Rajasthan,City_5,1961-02-04,KYC_VERIFIED,Conservative,2019-01-07
INV00306,Investor 306,ABCDE0306F,investor306@email.com,9759753912,Gujarat,City_6,1972-01-13,KYC_VERIFIED,Conservative,2019-09-15
INV00307,Investor 307,ABCDE0307F,investor307@email.com,9953904422,West Bengal,City_7,1982-10-27,KYC_VERIFIED,Conservative,2018-02-26
INV00308,Investor 308,ABCDE0308F,investor308@email.com,9927986777,Rajasthan,City_8,1992-02-08,KYC_VERIFIED,Aggressive,2020-09-28
INV00309,Investor 309,ABCDE0309F,investor309@email.com,9376082942,Delhi,City_9,1982-08-18,KYC_PENDING,Aggressive,2019-02-05
INV00310,Investor 310,ABCDE0310F,investor310@email.com,9298520446,Gujarat,City_10,1985-10-08,KYC_VERIFIED,Aggressive,2021-09-03
INV00311,Investor 311,ABCDE0311F,investor311@email.com,9653334149,Karnataka,City_11,1995-04-11,KYC_VERIFIED,Conservative,2021-09-02
INV00312,Investor 312,ABCDE0312F,investor312@email.com,9773814862,Rajasthan,City_12,1968-05-30,KYC_VERIFIED,Aggressive,2022-01-09
INV00313,Investor 313,ABCDE0313F,investor313@email.com,9685785131,Tamil Nadu,City_13,1969-09-21,KYC_PENDING,Aggressive,2020-07-17
INV00314,Investor 314,ABCDE0314F,investor314@email.com,9624161671,UP,City_14,1980-01-19,KYC_VERIFIED,Conservative,2019-04-07
INV00315,Investor 315,ABCDE0315F,investor315@email.com,9114377274,Delhi,City_15,1974-02-21,KYC_VERIFIED,Moderate,2019-06-13
INV00316,Investor 316,ABCDE0316F,investor316@email.com,9361906856,West Bengal,City_16,1971-02-08,KYC_VERIFIED,Aggressive,2019-01-25
INV00317,Investor 317,ABCDE0317F,investor317@email.com,9729161989,UP,City_17,1999-03-10,KYC_PENDING,Aggressive,2020-04-10
INV00318,Investor 318,ABCDE0318F,investor318@email.com,9102127811,Gujarat,City_18,1970-02-27,KYC_VERIFIED,Moderate,2019-08-18
INV00319,Investor 319,ABCDE0319F,investor319@email.com,9738140616,Rajasthan,City_19,1964-09-09,KYC_VERIFIED,Conservative,2018-07-26
INV00320,Investor 320,ABCDE0320F,investor320@email.com,9874928812,Delhi,City_20,1998-05-22,KYC_VERIFIED,Moderate,2019-08-22
INV00321,Investor 321,ABCDE0321F,investor321@email.com,9821814575,Delhi,City_21,1978-05-26,KYC_VERIFIED,Aggressive,2022-06-21
INV00322,Investor 322,ABCDE0322F,investor322@email.com,9155637029,Delhi,City_22,1990-07-18,KYC_VERIFIED,Aggressive,2019-07-09
INV00323,Investor 323,ABCDE0323F,investor323@email.com,9596999876,Maharashtra,City_23,1977-05-17,KYC_VERIFIED,Aggressive,2020-09-27
INV00324,Investor 324,ABCDE0324F,investor324@email.com,9697126796,Maharashtra,City_24,1976-12-13,KYC_PENDING,Moderate,2020-08-18
INV00325,Investor 325,ABCDE0325F,investor325@email.com,9382472932,Maharashtra,City_25,1961-07-16,KYC_VERIFIED,Aggressive,2019-03-02
INV00326,Investor 326,ABCDE0326F,investor326@email.com,9986142301,Delhi,City_26,1973-01-28,KYC_PENDING,Conservative,2020-06-07
INV00327,Investor 327,ABCDE0327F,investor327@email.com,9132555059,Delhi,City_27,1987-10-09,KYC_VERIFIED,Aggressive,2019-12-28
INV00328,Investor 328,ABCDE0328F,investor328@email.com,9386768143,Karnataka,City_28,1976-12-14,KYC_VERIFIED,Moderate,2019-01-15
INV00329,Investor 329,ABCDE0329F,investor329@email.com,9767892703,Maharashtra,City_29,1962-04-20,KYC_VERIFIED,Aggressive,2018-09-01
INV00330,Investor 330,ABCDE0330F,investor330@email.com,9282434282,Karnataka,City_30,1966-08-18,KYC_PENDING,Aggressive,2020-12-10
INV00331,Investor 331,ABCDE0331F,investor331@email.com,9328680248,Tamil Nadu,City_31,1960-11-11,KYC_VERIFIED,Conservative,2018-05-11
INV00332,Investor 332,ABCDE0332F,investor332@email.com,9190562974,Delhi,City_32,1960-08-26,KYC_PENDING,Aggressive,2018-04-11
INV00333,Investor 333,ABCDE0333F,investor333@email.com,9832941894,Rajasthan,City_33,1985-02-20,KYC_VERIFIED,Aggressive,2021-08-06
INV00334,Investor 334,ABCDE0334F,investor334@email.com,9844472717,Rajasthan,City_34,1993-07-02,KYC_PENDING,Moderate,2018-12-18
INV00335,Investor 335,ABCDE0335F,investor335@email.com,9259680826,Delhi,City_35,1987-03-16,KYC_VERIFIED,Aggressive,2018-08-03
INV00336,Investor 336,ABCDE0336F,investor336@email.com,9276291809,Tamil Nadu,City_36,1988-08-31,KYC_VERIFIED,Moderate,2020-06-24
INV00337,Investor 337,ABCDE0337F,investor337@email.com,9501371534,West Bengal,City_37,1975-11-07,KYC_VERIFIED,Aggressive,2019-02-04
INV00338,Investor 338,ABCDE0338F,investor338@email.com,9802884459,Delhi,City_38,1981-03-08,KYC_PENDING,Moderate,2020-09-03
INV00339,Investor 339,ABCDE0339F,investor339@email.com,9914115279,UP,City_39,1986-10-07,KYC_PENDING,Aggressive,2019-05-01
INV00340,Investor 340,ABCDE0340F,investor340@email.com,9966951914,Rajasthan,City_40,1973-06-01,KYC_PENDING,Aggressive,2021-06-29
INV00341,Investor 341,ABCDE0341F,investor341@email.com,9940787414,Delhi,City_41,1999-05-17,KYC_PENDING,Conservative,2021-02-04
INV00342,Investor 342,ABCDE0342F,investor342@email.com,9466774331,Tamil Nadu,City_42,1994-10-11,KYC_VERIFIED,Aggressive,2019-06-07
INV00343,Investor 343,ABCDE0343F,investor343@email.com,9588456745,West Bengal,City_43,1999-02-20,KYC_PENDING,Aggressive,2019-02-09
INV00344,Investor 344,ABCDE0344F,investor344@email.com,9551055796,Delhi,City_44,1984-07-16,KYC_PENDING,Conservative,2022-09-17
INV00345,Investor 345,ABCDE0345F,investor345@email.com,9138414484,Delhi,City_45,1990-04-25,KYC_PENDING,Moderate,2022-02-22
INV00346,Investor 346,ABCDE0346F,investor346@email.com,9380308321,UP,City_46,1996-08-21,KYC_PENDING,Conservative,2020-11-25
INV00347,Investor 347,ABCDE0347F,investor347@email.com,9995556788,West Bengal,City_47,1985-10-09,KYC_PENDING,Aggressive,2019-05-31
INV00348,Investor 348,ABCDE0348F,investor348@email.com,9248466519,Karnataka,City_48,1995-02-10,KYC_VERIFIED,Moderate,2022-02-14
INV00349,Investor 349,ABCDE0349F,investor349@email.com,9906083770,West Bengal,City_49,1975-06-01,KYC_VERIFIED,Conservative,2021-02-28
INV00350,Investor 350,ABCDE0350F,investor350@email.com,9648262315,Maharashtra,City_0,1981-09-25,KYC_VERIFIED,Aggressive,2022-03-06
INV00351,Investor 351,ABCDE0351F,investor351@email.com,9944135689,Maharashtra,City_1,1964-06-04,KYC_VERIFIED,Aggressive,2018-03-22
INV00352,Investor 352,ABCDE0352F,investor352@email.com,9664703554,Karnataka,City_2,1964-05-03,KYC_PENDING,Conservative,2022-10-16
INV00353,Investor 353,ABCDE0353F,investor353@email.com,9138370161,UP,City_3,1971-05-30,KYC_PENDING,Conservative,2021-03-08
INV00354,Investor 354,ABCDE0354F,investor354@email.com,9693874143,Delhi,City_4,1972-01-17,KYC_VERIFIED,Aggressive,2018-05-13
INV00355,Investor 355,ABCDE0355F,investor355@email.com,9138663199,UP,City_5,1960-03-10,KYC_PENDING,Conservative,2022-12-07
INV00356,Investor 356,ABCDE0356F,investor356@email.com,9486728431,UP,City_6,1995-10-01,KYC_VERIFIED,Moderate,2020-09-10
INV00357,Investor 357,ABCDE0357F,investor357@email.com,9984174701,Delhi,City_7,1971-03-11,KYC_PENDING,Aggressive,2020-10-25
INV00358,Investor 358,ABCDE0358F,investor358@email.com,9578416362,Karnataka,City_8,1997-02-18,KYC_VERIFIED,Conservative,2021-04-29
INV00359,Investor 359,ABCDE0359F,investor359@email.com,9523700497,Karnataka,City_9,1988-11-26,KYC_PENDING,Aggressive,2019-08-12
INV00360,Investor 360,ABCDE0360F,investor360@email.com,9919478121,Tamil Nadu,City_10,1970-12-14,KYC_VERIFIED,Conservative,2019-02-11
INV00361,Investor 361,ABCDE0361F,investor361@email.com,9491569519,Gujarat,City_11,1967-03-14,KYC_VERIFIED,Conservative,2021-01-16
INV00362,Investor 362,ABCDE0362F,investor362@email.com,9229912760,Delhi,City_12,1996-09-14,KYC_VERIFIED,Conservative,2021-12-23
INV00363,Investor 363,ABCDE0363F,investor363@email.com,9859769531,UP,City_13,1981-10-05,KYC_VERIFIED,Aggressive,2019-05-20
INV00364,Investor 364,ABCDE0364F,investor364@email.com,9996793352,Karnataka,City_14,1964-06-14,KYC_PENDING,Moderate,2018-05-09
INV00365,Investor 365,ABCDE0365F,investor365@email.com,9924052884,Delhi,City_15,1997-07-31,KYC_VERIFIED,Moderate,2020-01-17
INV00366,Investor 366,ABCDE0366F,investor366@email.com,9940419315,Delhi,City_16,1964-09-03,KYC_VERIFIED,Moderate,2020-08-26
INV00367,Investor 367,ABCDE0367F,investor367@email.com,9921998205,Karnataka,City_17,1986-11-11,KYC_VERIFIED,Conservative,2021-02-15
INV00368,Investor 368,ABCDE0368F,investor368@email.com,9344377394,Gujarat,City_18,1971-07-13,KYC_PENDING,Moderate,2019-04-08
INV00369,Investor 369,ABCDE0369F,investor369@email.com,9176068826,Gujarat,City_19,1989-09-07,KYC_VERIFIED,Moderate,2018-08-15
INV00370,Investor 370,ABCDE0370F,investor370@email.com,9432745780,Maharashtra,City_20,1967-06-02,KYC_VERIFIED,Aggressive,2018-10-28
INV00371,Investor 371,ABCDE0371F,investor371@email.com,9820724617,Delhi,City_21,1986-11-08,KYC_VERIFIED,Aggressive,2021-04-16
INV00372,Investor 372,ABCDE0372F,investor372@email.com,9836223131,Gujarat,City_22,1974-10-08,KYC_VERIFIED,Moderate,2020-09-22
INV00373,Investor 373,ABCDE0373F,investor373@email.com,9627523866,UP,City_23,1989-07-13,KYC_PENDING,Conservative,2022-12-15
INV00374,Investor 374,ABCDE0374F,investor374@email.com,9922030506,Maharashtra,City_24,1967-08-23,KYC_PENDING,Conservative,2021-01-17
INV00375,Investor 375,ABCDE0375F,investor375@email.com,9427070336,Karnataka,City_25,1990-12-30,KYC_PENDING,Aggressive,2021-02-17
INV00376,Investor 376,ABCDE0376F,investor376@email.com,9397690570,Rajasthan,City_26,1985-08-23,KYC_PENDING,Moderate,2021-01-25
INV00377,Investor 377,ABCDE0377F,investor377@email.com,9815005140,Gujarat,City_27,1999-11-12,KYC_VERIFIED,Conservative,2019-02-25
INV00378,Investor 378,ABCDE0378F,investor378@email.com,9533424252,Rajasthan,City_28,1995-11-21,KYC_VERIFIED,Aggressive,2019-01-26
INV00379,Investor 379,ABCDE0379F,investor379@email.com,9701626285,Karnataka,City_29,1978-06-28,KYC_VERIFIED,Aggressive,2018-05-18
INV00380,Investor 380,ABCDE0380F,investor380@email.com,9187342450,UP,City_30,1993-03-18,KYC_VERIFIED,Aggressive,2018-06-05
INV00381,Investor 381,ABCDE0381F,investor381@email.com,9441490198,Tamil Nadu,City_31,1960-02-13,KYC_PENDING,Aggressive,2022-03-21
INV00382,Investor 382,ABCDE0382F,investor382@email.com,9453623142,Rajasthan,City_32,1963-08-04,KYC_VERIFIED,Moderate,2021-02-16
INV00383,Investor 383,ABCDE0383F,investor383@email.com,9323005892,Karnataka,City_33,1993-03-01,KYC_VERIFIED,Conservative,2022-07-22
