investor_id,name,pan,state,city,city_tier,gender,dob,kyc_status,risk_profile,registration_date
INV01380,Investor 1380,ABCDE1380F,Kerala,City_56,T30,Other,1976-07-11,KYC_VERIFIED,Aggressive,2021-01-01
INV01381,Investor 1381,ABCDE1381F,UP,City_46,T30,Female,1986-07-09,KYC_VERIFIED,Aggressive,2021-01-01
INV01382,Investor 1382,ABCDE1382F,Maharashtra,City_67,T30,Female,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01383,Investor 1383,ABCDE1383F,Maharashtra,City_100,T30,Female,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01384,Investor 1384,ABCDE1384F,UP,City_12,T30,Male,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01385,Investor 1385,ABCDE1385F,Karnataka,City_31,T30,Other,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01386,Investor 1386,ABCDE1386F,Kerala,City_39,T30,Other,2006-07-04,KYC_VERIFIED,Moderate,2021-01-01
INV01387,Investor 1387,ABCDE1387F,Punjab,City_86,T30,Male,1986-07-09,KYC_VERIFIED,Conservative,2021-01-01
INV01388,Investor 1388,ABCDE1388F,Karnataka,City_90,T30,Male,1966-07-14,KYC_VERIFIED,Aggressive,2021-01-01
INV01389,Investor 1389,ABCDE1389F,Tamil Nadu,City_50,B30,Other,1986-07-09,KYC_VERIFIED,Conservative,2021-01-01
INV01390,Investor 1390,ABCDE1390F,Gujarat,City_32,T30,Other,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01391,Investor 1391,ABCDE1391F,Kerala,City_93,T30,Other,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01392,Investor 1392,ABCDE1392F,UP,City_52,B30,Female,1986-07-09,KYC_VERIFIED,Conservative,2021-01-01
INV01393,Investor 1393,ABCDE1393F,Punjab,City_74,T30,Male,1986-07-09,KYC_VERIFIED,Aggressive,2021-01-01
INV01394,Investor 1394,ABCDE1394F,Karnataka,City_63,B30,Other,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01395,Investor 1395,ABCDE1395F,Karnataka,City_10,T30,Female,1986-07-09,KYC_VERIFIED,Conservative,2021-01-01
INV01396,Investor 1396,ABCDE1396F,Karnataka,City_82,T30,Other,1966-07-14,KYC_VERIFIED,Moderate,2021-01-01
INV01397,Investor 1397,ABCDE1397F,Tamil Nadu,City_24,T30,Female,2006-07-04,KYC_VERIFIED,Aggressive,2021-01-01
INV01398,Investor 1398,ABCDE1398F,Maharashtra,City_2,B30,Male,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01399,Investor 1399,ABCDE1399F,Rajasthan,City_78,B30,Male,1986-07-09,KYC_VERIFIED,Aggressive,2021-01-01
INV01400,Investor 1400,ABCDE1400F,Delhi,City_61,B30,Other,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01401,Investor 1401,ABCDE1401F,Gujarat,City_44,T30,Other,1986-07-09,KYC_VERIFIED,Aggressive,2021-01-01
INV01402,Investor 1402,ABCDE1402F,West Bengal,City_66,T30,Other,2006-07-04,KYC_VERIFIED,Conservative,2021-01-01
INV01403,Investor 1403,ABCDE1403F,Tamil Nadu,City_1,B30,Female,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01404,Investor 1404,ABCDE1404F,Karnataka,City_92,B30,Female,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01405,Investor 1405,ABCDE1405F,Tamil Nadu,City_31,T30,Male,1986-07-09,KYC_VERIFIED,Conservative,2021-01-01
INV01406,Investor 1406,ABCDE1406F,Tamil Nadu,City_2,T30,Female,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01407,Investor 1407,ABCDE1407F,Gujarat,City_16,T30,Other,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01408,Investor 1408,ABCDE1408F,West Bengal,City_52,T30,Female,1976-07-11,KYC_VERIFIED,Moderate,2021-01-01
INV01409,Investor 1409,ABCDE1409F,Karnataka,City_63,T30,Male,1986-07-09,KYC_VERIFIED,Aggressive,2021-01-01
INV01410,Investor 1410,ABCDE1410F,UP,City_69,T30,Female,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01411,Investor 1411,ABCDE1411F,Rajasthan,City_48,T30,Female,1986-07-09,KYC_VERIFIED,Conservative,2021-01-01
INV01412,Investor 1412,ABCDE1412F,Rajasthan,City_72,T30,Other,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01413,Investor 1413,ABCDE1413F,Kerala,City_92,T30,Other,2006-07-04,KYC_VERIFIED,Moderate,2021-01-01
INV01414,Investor 1414,ABCDE1414F,Punjab,City_9,B30,Male,2006-07-04,KYC_VERIFIED,Aggressive,2021-01-01
INV01415,Investor 1415,ABCDE1415F,West Bengal,City_32,T30,Male,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01416,Investor 1416,ABCDE1416F,Delhi,City_56,B30,Male,1966-07-14,KYC_VERIFIED,Conservative,2021-01-01
INV01417,Investor 1417,ABCDE1417F,Gujarat,City_95,T30,Female,1976-07-11,KYC_VERIFIED,Aggressive,2021-01-01
INV01418,Investor 1418,ABCDE1418F,Kerala,City_64,T30,Other,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01419,Investor 1419,ABCDE1419F,Rajasthan,City_90,T30,Other,1986-07-09,KYC_VERIFIED,Aggressive,2021-01-01
INV01420,Investor 1420,ABCDE1420F,Delhi,City_44,T30,Male,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01421,Investor 1421,ABCDE1421F,Tamil Nadu,City_64,B30,Other,1966-07-14,KYC_VERIFIED,Conservative,2021-01-01
INV01422,Investor 1422,ABCDE1422F,Kerala,City_31,T30,Other,1986-07-09,KYC_VERIFIED,Aggressive,2021-01-01
INV01423,Investor 1423,ABCDE1423F,Kerala,City_72,B30,Female,2006-07-04,KYC_VERIFIED,Aggressive,2021-01-01
INV01424,Investor 1424,ABCDE1424F,Rajasthan,City_23,B30,Female,1976-07-11,KYC_VERIFIED,Aggressive,2021-01-01
INV01425,Investor 1425,ABCDE1425F,UP,City_98,B30,Female,1966-07-14,KYC_VERIFIED,Conservative,2021-01-01
INV01426,Investor 1426,ABCDE1426F,Delhi,City_82,T30,Other,1976-07-11,KYC_VERIFIED,Aggressive,2021-01-01
INV01427,Investor 1427,ABCDE1427F,Maharashtra,City_60,B30,Male,1986-07-09,KYC_VERIFIED,Conservative,2021-01-01
INV01428,Investor 1428,ABCDE1428F,Punjab,City_39,T30,Female,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01429,Investor 1429,ABCDE1429F,UP,City_98,B30,Female,1966-07-14,KYC_VERIFIED,Aggressive,2021-01-01
INV01430,Investor 1430,ABCDE1430F,Punjab,City_62,T30,Male,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01431,Investor 1431,ABCDE1431F,Kerala,City_29,T30,Male,2006-07-04,KYC_VERIFIED,Conservative,2021-01-01
INV01432,Investor 1432,ABCDE1432F,Gujarat,City_14,T30,Female,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01433,Investor 1433,ABCDE1433F,Delhi,City_58,T30,Female,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01434,Investor 1434,ABCDE1434F,West Bengal,City_65,T30,Other,1976-07-11,KYC_VERIFIED,Conservative,2021-01-01
INV01435,Investor 1435,ABCDE1435F,Delhi,City_47,B30,Female,1986-07-09,KYC_VERIFIED,Aggressive,2021-01-01
INV01436,Investor 1436,ABCDE1436F,Kerala,City_26,T30,Female,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01437,Investor 1437,ABCDE1437F,Tamil Nadu,City_31,B30,Female,1966-07-14,KYC_VERIFIED,Conservative,2021-01-01
INV01438,Investor 1438,ABCDE1438F,Punjab,City_11,T30,Female,1976-07-11,KYC_VERIFIED,Moderate,2021-01-01
INV01439,Investor 1439,ABCDE1439F,Maharashtra,City_51,T30,Female,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01440,Investor 1440,ABCDE1440F,Kerala,City_8,T30,Male,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01441,Investor 1441,ABCDE1441F,Karnataka,City_15,T30,Male,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01442,Investor 1442,ABCDE1442F,UP,City_36,T30,Female,2006-07-04,KYC_VERIFIED,Conservative,2021-01-01
INV01443,Investor 1443,ABCDE1443F,UP,City_33,T30,Other,1986-07-09,KYC_VERIFIED,Conservative,2021-01-01
INV01444,Investor 1444,ABCDE1444F,West Bengal,City_99,B30,Other,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01445,Investor 1445,ABCDE1445F,Punjab,City_19,B30,Female,1976-07-11,KYC_VERIFIED,Aggressive,2021-01-01
INV01446,Investor 1446,ABCDE1446F,Maharashtra,City_62,T30,Other,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01447,Investor 1447,ABCDE1447F,Rajasthan,City_31,B30,Other,1976-07-11,KYC_VERIFIED,Conservative,2021-01-01
INV01448,Investor 1448,ABCDE1448F,Maharashtra,City_39,B30,Male,1976-07-11,KYC_VERIFIED,Aggressive,2021-01-01
INV01449,Investor 1449,ABCDE1449F,Tamil Nadu,City_57,T30,Female,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01450,Investor 1450,ABCDE1450F,Tamil Nadu,City_32,B30,Other,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01451,Investor 1451,ABCDE1451F,Kerala,City_58,T30,Male,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01452,Investor 1452,ABCDE1452F,Punjab,City_12,T30,Female,1976-07-11,KYC_VERIFIED,Conservative,2021-01-01
INV01453,Investor 1453,ABCDE1453F,Tamil Nadu,City_55,T30,Other,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01454,Investor 1454,ABCDE1454F,Delhi,City_30,T30,Male,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01455,Investor 1455,ABCDE1455F,Rajasthan,City_58,T30,Male,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01456,Investor 1456,ABCDE1456F,Kerala,City_85,B30,Female,2006-07-04,KYC_VERIFIED,Moderate,2021-01-01
INV01457,Investor 1457,ABCDE1457F,Maharashtra,City_32,T30,Other,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01458,Investor 1458,ABCDE1458F,Maharashtra,City_49,B30,Other,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01459,Investor 1459,ABCDE1459F,Karnataka,City_79,B30,Female,2006-07-04,KYC_VERIFIED,Conservative,2021-01-01
INV01460,Investor 1460,ABCDE1460F,West Bengal,City_40,B30,Other,2006-07-04,KYC_VERIFIED,Conservative,2021-01-01
INV01461,Investor 1461,ABCDE1461F,UP,City_86,T30,Other,2006-07-04,KYC_VERIFIED,Aggressive,2021-01-01
INV01462,Investor 1462,ABCDE1462F,Rajasthan,City_15,T30,Male,2006-07-04,KYC_VERIFIED,Conservative,2021-01-01
INV01463,Investor 1463,ABCDE1463F,Kerala,City_54,T30,Female,1986-07-09,KYC_VERIFIED,Conservative,2021-01-01
INV01464,Investor 1464,ABCDE1464F,Kerala,City_41,B30,Other,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01465,Investor 1465,ABCDE1465F,Kerala,City_30,T30,Male,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01466,Investor 1466,ABCDE1466F,Tamil Nadu,City_71,T30,Female,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01467,Investor 1467,ABCDE1467F,Rajasthan,City_94,T30,Female,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01468,Investor 1468,ABCDE1468F,Karnataka,City_72,T30,Other,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01469,Investor 1469,ABCDE1469F,UP,City_73,B30,Male,1966-07-14,KYC_VERIFIED,Moderate,2021-01-01
INV01470,Investor 1470,ABCDE1470F,Gujarat,City_57,T30,Female,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01471,Investor 1471,ABCDE1471F,Kerala,City_62,T30,Other,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01472,Investor 1472,ABCDE1472F,Maharashtra,City_9,T30,Other,1986-07-09,KYC_VERIFIED,Conservative,2021-01-01
INV01473,Investor 1473,ABCDE1473F,West Bengal,City_54,T30,Female,2006-07-04,KYC_VERIFIED,Aggressive,2021-01-01
INV01474,Investor 1474,ABCDE1474F,Rajasthan,City_13,T30,Other,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01475,Investor 1475,ABCDE1475F,Kerala,City_19,B30,Other,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01476,Investor 1476,ABCDE1476F,Karnataka,City_24,T30,Female,1966-07-14,KYC_VERIFIED,Conservative,2021-01-01
INV01477,Investor 1477,ABCDE1477F,Karnataka,City_68,T30,Male,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01478,Investor 1478,ABCDE1478F,Delhi,City_48,B30,Female,2006-07-04,KYC_VERIFIED,Conservative,2021-01-01
INV01479,Investor 1479,ABCDE1479F,Kerala,City_15,T30,Female,2006-07-04,KYC_VERIFIED,Conservative,2021-01-01
INV01480,Investor 1480,ABCDE1480F,Rajasthan,City_46,T30,Male,1986-07-09,KYC_VERIFIED,Aggressive,2021-01-01
INV01481,Investor 1481,ABCDE1481F,UP,City_9,T30,Other,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01482,Investor 1482,ABCDE1482F,UP,City_50,B30,Male,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01483,Investor 1483,ABCDE1483F,Karnataka,City_34,T30,Female,1966-07-14,KYC_VERIFIED,Aggressive,2021-01-01
INV01484,Investor 1484,ABCDE1484F,Karnataka,City_83,T30,Other,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01485,Investor 1485,ABCDE1485F,UP,City_60,B30,Male,1966-07-14,KYC_VERIFIED,Conservative,2021-01-01
INV01486,Investor 1486,ABCDE1486F,Rajasthan,City_58,T30,Female,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01487,Investor 1487,ABCDE1487F,Kerala,City_13,T30,Male,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01488,Investor 1488,ABCDE1488F,Karnataka,City_68,B30,Female,1976-07-11,KYC_VERIFIED,Conservative,2021-01-01
INV01489,Investor 1489,ABCDE1489F,Tamil Nadu,City_32,B30,Male,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01490,Investor 1490,ABCDE1490F,Rajasthan,City_2,B30,Female,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01491,Investor 1491,ABCDE1491F,Gujarat,City_77,B30,Female,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01492,Investor 1492,ABCDE1492F,Gujarat,City_22,B30,Male,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01493,Investor 1493,ABCDE1493F,Karnataka,City_81,B30,Other,2006-07-04,KYC_VERIFIED,Conservative,2021-01-01
INV01494,Investor 1494,ABCDE1494F,West Bengal,City_40,T30,Other,2006-07-04,KYC_VERIFIED,Conservative,2021-01-01
INV01495,Investor 1495,ABCDE1495F,UP,City_91,T30,Male,1966-07-14,KYC_VERIFIED,Moderate,2021-01-01
INV01496,Investor 1496,ABCDE1496F,Maharashtra,City_73,T30,Male,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01497,Investor 1497,ABCDE1497F,West Bengal,City_67,T30,Male,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01498,Investor 1498,ABCDE1498F,Delhi,City_11,T30,Male,2006-07-04,KYC_VERIFIED,Moderate,2021-01-01
INV01499,Investor 1499,ABCDE1499F,Punjab,City_20,T30,Female,1976-07-11,KYC_VERIFIED,Moderate,2021-01-01
INV01500,Investor 1500,ABCDE1500F,Maharashtra,City_78,T30,Other,2006-07-04,KYC_VERIFIED,Conservative,2021-01-01
INV01501,Investor 1501,ABCDE1501F,Rajasthan,City_25,T30,Other,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01502,Investor 1502,ABCDE1502F,Maharashtra,City_69,B30,Other,1966-07-14,KYC_VERIFIED,Aggressive,2021-01-01
INV01503,Investor 1503,ABCDE1503F,Karnataka,City_31,B30,Female,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01504,Investor 1504,ABCDE1504F,Tamil Nadu,City_26,B30,Other,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01505,Investor 1505,ABCDE1505F,Maharashtra,City_16,B30,Female,1976-07-11,KYC_VERIFIED,Conservative,2021-01-01
INV01506,Investor 1506,ABCDE1506F,Tamil Nadu,City_65,T30,Other,2006-07-04,KYC_VERIFIED,Aggressive,2021-01-01
INV01507,Investor 1507,ABCDE1507F,West Bengal,City_21,T30,Male,2006-07-04,KYC_VERIFIED,Conservative,2021-01-01
INV01508,Investor 1508,ABCDE1508F,Rajasthan,City_47,T30,Male,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01509,Investor 1509,ABCDE1509F,Rajasthan,City_97,T30,Other,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01510,Investor 1510,ABCDE1510F,Gujarat,City_6,B30,Other,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01511,Investor 1511,ABCDE1511F,Rajasthan,City_79,T30,Other,2006-07-04,KYC_VERIFIED,Moderate,2021-01-01
INV01512,Investor 1512,ABCDE1512F,Punjab,City_66,B30,Other,1966-07-14,KYC_VERIFIED,Aggressive,2021-01-01
INV01513,Investor 1513,ABCDE1513F,Punjab,City_82,T30,Male,2006-07-04,KYC_VERIFIED,Conservative,2021-01-01
INV01514,Investor 1514,ABCDE1514F,Rajasthan,City_89,T30,Other,1976-07-11,KYC_VERIFIED,Aggressive,2021-01-01
INV01515,Investor 1515,ABCDE1515F,Rajasthan,City_11,T30,Female,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01516,Investor 1516,ABCDE1516F,Gujarat,City_96,T30,Male,1966-07-14,KYC_VERIFIED,Conservative,2021-01-01
INV01517,Investor 1517,ABCDE1517F,West Bengal,City_33,T30,Other,2006-07-04,KYC_VERIFIED,Aggressive,2021-01-01
INV01518,Investor 1518,ABCDE1518F,Maharashtra,City_33,T30,Other,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01519,Investor 1519,ABCDE1519F,Gujarat,City_35,B30,Other,2006-07-04,KYC_VERIFIED,Aggressive,2021-01-01
INV01520,Investor 1520,ABCDE1520F,Kerala,City_75,T30,Other,2006-07-04,KYC_VERIFIED,Moderate,2021-01-01
INV01521,Investor 1521,ABCDE1521F,UP,City_95,T30,Male,1976-07-11,KYC_VERIFIED,Aggressive,2021-01-01
INV01522,Investor 1522,ABCDE1522F,UP,City_69,B30,Other,2006-07-04,KYC_VERIFIED,Aggressive,2021-01-01
INV01523,Investor 1523,ABCDE1523F,Maharashtra,City_43,B30,Other,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01524,Investor 1524,ABCDE1524F,Punjab,City_34,B30,Other,2006-07-04,KYC_VERIFIED,Moderate,2021-01-01
INV01525,Investor 1525,ABCDE1525F,Gujarat,City_2,B30,Other,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01526,Investor 1526,ABCDE1526F,Kerala,City_64,T30,Male,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01527,Investor 1527,ABCDE1527F,Maharashtra,City_11,B30,Male,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01528,Investor 1528,ABCDE1528F,Tamil Nadu,City_44,B30,Other,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01529,Investor 1529,ABCDE1529F,West Bengal,City_76,T30,Female,1966-07-14,KYC_VERIFIED,Moderate,2021-01-01
INV01530,Investor 1530,ABCDE1530F,Kerala,City_49,B30,Other,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01531,Investor 1531,ABCDE1531F,Delhi,City_6,T30,Other,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01532,Investor 1532,ABCDE1532F,UP,City_15,T30,Male,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01533,Investor 1533,ABCDE1533F,West Bengal,City_73,B30,Female,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01534,Investor 1534,ABCDE1534F,Gujarat,City_2,T30,Other,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01535,Investor 1535,ABCDE1535F,Punjab,City_81,T30,Other,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01536,Investor 1536,ABCDE1536F,Tamil Nadu,City_94,T30,Male,2006-07-04,KYC_VERIFIED,Aggressive,2021-01-01
INV01537,Investor 1537,ABCDE1537F,Maharashtra,City_96,T30,Male,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01538,Investor 1538,ABCDE1538F,Punjab,City_33,B30,Female,1986-07-09,KYC_VERIFIED,Conservative,2021-01-01
INV01539,Investor 1539,ABCDE1539F,Karnataka,City_15,B30,Male,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01540,Investor 1540,ABCDE1540F,Delhi,City_71,B30,Male,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01541,Investor 1541,ABCDE1541F,Kerala,City_37,B30,Male,2006-07-04,KYC_VERIFIED,Aggressive,2021-01-01
INV01542,Investor 1542,ABCDE1542F,West Bengal,City_62,T30,Female,1986-07-09,KYC_VERIFIED,Conservative,2021-01-01
INV01543,Investor 1543,ABCDE1543F,Maharashtra,City_14,T30,Female,2006-07-04,KYC_VERIFIED,Conservative,2021-01-01
INV01544,Investor 1544,ABCDE1544F,Kerala,City_22,T30,Male,1976-07-11,KYC_VERIFIED,Aggressive,2021-01-01
INV01545,Investor 1545,ABCDE1545F,Gujarat,City_34,T30,Male,2006-07-04,KYC_VERIFIED,Moderate,2021-01-01
INV01546,Investor 1546,ABCDE1546F,West Bengal,City_82,T30,Male,1966-07-14,KYC_VERIFIED,Aggressive,2021-01-01
INV01547,Investor 1547,ABCDE1547F,West Bengal,City_17,B30,Male,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01548,Investor 1548,ABCDE1548F,Karnataka,City_36,T30,Female,1976-07-11,KYC_VERIFIED,Aggressive,2021-01-01
INV01549,Investor 1549,ABCDE1549F,Punjab,City_93,T30,Female,1966-07-14,KYC_VERIFIED,Moderate,2021-01-01
INV01550,Investor 1550,ABCDE1550F,Maharashtra,City_81,B30,Other,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01551,Investor 1551,ABCDE1551F,Punjab,City_8,B30,Other,2006-07-04,KYC_VERIFIED,Aggressive,2021-01-01
INV01552,Investor 1552,ABCDE1552F,Punjab,City_62,T30,Female,1986-07-09,KYC_VERIFIED,Aggressive,2021-01-01
INV01553,Investor 1553,ABCDE1553F,Rajasthan,City_26,B30,Female,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01554,Investor 1554,ABCDE1554F,Kerala,City_16,T30,Male,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01555,Investor 1555,ABCDE1555F,Karnataka,City_20,T30,Other,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01556,Investor 1556,ABCDE1556F,Gujarat,City_32,T30,Other,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01557,Investor 1557,ABCDE1557F,Delhi,City_100,T30,Other,1986-07-09,KYC_VERIFIED,Conservative,2021-01-01
INV01558,Investor 1558,ABCDE1558F,West Bengal,City_77,B30,Other,1976-07-11,KYC_VERIFIED,Conservative,2021-01-01
INV01559,Investor 1559,ABCDE1559F,Tamil Nadu,City_73,T30,Female,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01560,Investor 1560,ABCDE1560F,Tamil Nadu,City_1,T30,Other,1986-07-09,KYC_VERIFIED,Conservative,2021-01-01
INV01561,Investor 1561,ABCDE1561F,Delhi,City_82,T30,Male,2006-07-04,KYC_VERIFIED,Moderate,2021-01-01
INV01562,Investor 1562,ABCDE1562F,Karnataka,City_55,T30,Female,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01563,Investor 1563,ABCDE1563F,Delhi,City_16,T30,Female,1986-07-09,KYC_VERIFIED,Aggressive,2021-01-01
INV01564,Investor 1564,ABCDE1564F,Punjab,City_55,T30,Male,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01565,Investor 1565,ABCDE1565F,Kerala,City_82,T30,Female,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01566,Investor 1566,ABCDE1566F,Kerala,City_35,T30,Male,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01567,Investor 1567,ABCDE1567F,Delhi,City_74,T30,Female,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01568,Investor 1568,ABCDE1568F,Karnataka,City_79,T30,Male,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01569,Investor 1569,ABCDE1569F,West Bengal,City_37,T30,Male,2006-07-04,KYC_VERIFIED,Moderate,2021-01-01
INV01570,Investor 1570,ABCDE1570F,Delhi,City_71,B30,Other,2006-07-04,KYC_VERIFIED,Aggressive,2021-01-01
INV01571,Investor 1571,ABCDE1571F,Delhi,City_94,T30,Female,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
INV01572,Investor 1572,ABCDE1572F,Maharashtra,City_85,B30,Female,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01573,Investor 1573,ABCDE1573F,Punjab,City_53,T30,Female,1986-07-09,KYC_VERIFIED,Conservative,2021-01-01
INV01574,Investor 1574,ABCDE1574F,Karnataka,City_11,T30,Female,1976-07-11,KYC_VERIFIED,Conservative,2021-01-01
INV01575,Investor 1575,ABCDE1575F,Tamil Nadu,City_82,B30,Female,2006-07-04,KYC_VERIFIED,Aggressive,2021-01-01
INV01576,Investor 1576,ABCDE1576F,Punjab,City_16,B30,Female,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01577,Investor 1577,ABCDE1577F,West Bengal,City_31,T30,Female,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01578,Investor 1578,ABCDE1578F,Maharashtra,City_5,T30,Other,2006-07-04,KYC_VERIFIED,Conservative,2021-01-01
INV01579,Investor 1579,ABCDE1579F,UP,City_78,B30,Other,1996-07-06,KYC_VERIFIED,Aggressive,2021-01-01
INV01580,Investor 1580,ABCDE1580F,Rajasthan,City_14,T30,Other,1966-07-14,KYC_VERIFIED,Moderate,2021-01-01
INV01581,Investor 1581,ABCDE1581F,Gujarat,City_18,B30,Male,1966-07-14,KYC_VERIFIED,Aggressive,2021-01-01
INV01582,Investor 1582,ABCDE1582F,Delhi,City_67,T30,Female,1966-07-14,KYC_VERIFIED,Conservative,2021-01-01
INV01583,Investor 1583,ABCDE1583F,Rajasthan,City_23,B30,Other,1986-07-09,KYC_VERIFIED,Moderate,2021-01-01
INV01584,Investor 1584,ABCDE1584F,Karnataka,City_51,B30,Male,1996-07-06,KYC_VERIFIED,Conservative,2021-01-01
INV01585,Investor 1585,ABCDE1585F,West Bengal,City_4,T30,Female,1966-07-14,KYC_VERIFIED,Conservative,2021-01-01
INV01586,Investor 1586,ABCDE1586F,Rajasthan,City_21,B30,Female,1996-07-06,KYC_VERIFIED,Moderate,2021-01-01
